image,query,label,human_or_machine
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/8e41ea51-3d41-428c-b7bb-94374008b552250801_135707.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=VoMR9ENwcrdxJCkvgQpfnWGIsZY%3D,What's the rightmost value dark brown graph?,"[""47""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/9e91e360-10f8-45ea-8fc3-2cba6a3e67ef250801_135707.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=tVvP%2F5Audcu4olTIzEKIDyr2uM4%3D,How many values of dark brown graph exceed 40?,"[""5""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/f543774c-acc6-4ba5-a685-7417d79fecfd250801_135707.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=%2BQ5%2B1fWKR03ORxdt%2FiHE%2BzkPPSY%3D,Is the largest value of green bar 30?,"[""No""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/0bba6e30-6510-46f4-978b-c9bf2576256f250801_135708.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=QU%2F%2BsLmljEcwCfu9sWLmbXvkX%2FA%3D,Is the sum of highest and lowest value of orange graph greater than 60?,"[""Yes""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/1e941487-4da2-4163-bbcb-f2bd396da0a0250801_135708.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=8zj3GYRWLv0FoGAYxuuMRYtPct4%3D,What is the color of graph whose lowest value is 35?,"[""Green""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/338e8df7-25a2-4ca8-8e05-999a769c0217250801_135708.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=gENWyNK4OsGdbP0rQ4yPomyyIuo%3D,What's the median value of green graph?,"[""75""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/bf84f549-7729-4441-8f66-7e93803595e3250801_135708.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=12DzPuZYyH0tOYSp88JV9y%2BUJ8U%3D,What's the rightmost value of orange graph?,"[""51""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/e5e4e7f2-3e02-49f0-93af-0e27356cdc45250801_135708.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=MPDIBRejOXi0WPAuM5jnpsw7rqU%3D,Is the sum of leftmost value of green and smallest value of orange graph greater than 100?,"[""Yes""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/0f823091-7ba1-4658-a9b0-4dd0ec0b87ae250801_135708.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=YAtnoMuBBa7WwXQY23sbIg8yrVA%3D,What is the first data in orange line?,"[""41""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/11cd4686-0cef-46fb-9011-ec8d900138b3250801_135709.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=xlXXp2J7fQ2Wo6TVrPAO43zladY%3D,Which year the green line cut the orange line from top to down?,"[""2014""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/aa1caff1-42ac-4978-9428-e95745930c0c250801_135709.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=5X1WksOlhUURDkxpbsIYmgWcVC4%3D,What is the data in Jul 2015 ( all two data)?,"[""[63, 26]""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/888e6120-bc68-4635-bdec-a7eab87b4787250801_135709.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=iPvrM3WbSrYHKISwVsSs4YJbs8Q%3D,What is the average of Approve data?,"[""58""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/6cdc7156-039d-4755-908b-42e449211568250801_135709.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=f%2FCm0jOmuYasfDjMyfV8Bct3JJk%3D,What's the color of the graph with the 15 as the lowest value?,"[""Blue""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/20ad759a-6d1e-42d1-aa52-cc6419b00d42250801_135710.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=GxWDs7ZsED5XRXLRy3u%2Fi3bUb1o%3D,What's the the average of all the values below 30?,"[""19""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/0dab1360-ef29-4b4d-8338-ebaae4b1911d250801_135710.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=kVCxSPOMb27ezzH7x5fXsYfDSAs%3D,What's the rightmost value of orange graph?,"[""73""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/6e921744-7dbe-46d6-913c-c28404e105d5250801_135710.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=7CGIPaTdqCw%2BHFKIkezNsfIa%2BHo%3D,What's the median value of orange graph?,"[""73""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/ac6da996-0c4d-4134-b18e-95cd437b1761250801_135710.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=4sD4Jaw6hnP7X5IWZo0iREJ91rE%3D,What's the percentage of respondents who was upset on changing reactions to a gay child in 2015?,"[""0.39""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/cff2fa04-c058-459c-be3f-980a047a52b8250801_135710.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=p0M8pBFSgwyfrcXKRfEf8%2Fz5mCw%3D,In which year the difference between Upset and Not upset graph is maximum?,"[""1985""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/105a8a8e-9acd-4fa6-8849-2cc3d13d8b4f250801_135711.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=um3ZjlN1Wgsbnt642iZxyLPYxHM%3D,What's the U.S. Hispanic population in 2000 (in millions)?,"[""35.7""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/65b169bc-c8bd-4b0c-9047-abfdfdbb7936250801_135711.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=gpTIvLpiXaD6q5TiZOC6beJBgPQ%3D,In how many years the U.S. Hispanic population was below 30 millions?,"[""3""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/f2965274-1334-45c1-a426-ae7b50879363250801_135712.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=cFP9fW5dJtYi%2BjmjkPEBsWgNALc%3D,In which year the value of orange graph is 36?,"[""2013""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/f0deed83-9e92-465d-9084-4880afc8fe61250801_135712.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=R01zXXhRoXJmqXmD0CpzJAn8u14%3D,What's the median value of green graph from 2011 to 2015?,"[""61""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/4ae7e20f-2326-47c3-9017-c21d02aea923250801_135713.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=3F%2F0CA3mgytg0kCgCFcDGV9lJzI%3D,What's the rightmost value of dark green graph?,"[""15""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/b9ade4b0-6e07-4a6d-8810-128da12935d7250801_135713.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=9kg1ymrx1Syh%2BvsMGX4%2FgmqY7KQ%3D,How many values in light green graph are equal?,"[""2""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/48d9bb5b-639b-465f-8735-df98c393cd99250801_135713.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=yL54woiGfnIRW3owU0hcBa0NRZk%3D,What's the percentage of Indians who have no confidence in Obama to do the right thing regarding world affairs in 2014?,"[""15""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/a953b24c-af2a-456d-99b6-60091836d975250801_135713.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=ryb66i8X8xMvGl9l228yejVGO2g%3D,What's the average of all the values in 2015?,"[""33""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/81e2586e-892a-4ccf-a386-73f787be20b3250801_135713.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=KrNmL%2FDoDECic1OrOtlQEKis1Lk%3D,What's the leftmost value of green graph?,"[""44""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/a6381c89-6807-4c06-a5bd-0b53f9f27ecb250801_135713.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=j7ZZqoN5IFdLh79l4i6d8hTmkmk%3D,Is the sum of two lowest value of green graph greater than higest value of orange graph?,"[""Yes""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/7ec53c58-5dd3-46c4-a32f-2b528ab57328250801_135713.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=S3VOgozpZRWsYEMGl9BeCaA9Bu8%3D,What's the lowest value of graph in 2015?,"[""8""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/2b489a90-af98-4ad1-a68d-dc95aa74ba76250801_135714.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=FQqx6kAd6xZqaiXVrXSz6IQhDP4%3D,What's the product of all the values in 2015?,"[""19800""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/63d0a9c5-7ae0-442d-a3cc-fbcb1c06bbad250801_135714.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=uU9xz2I5I4XI0zUS5jhKgimfy%2Bw%3D,What's the value of Bad graph in 2007?,"[""56""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/3d986f12-831d-402f-abfc-1d9301c91e43250801_135714.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=naIhji8fHqmXhm67rDDV%2BCoZvIQ%3D,Is the median of first three points of orange graph smaller than largest value of green graph?,"[""No""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/0f800089-a954-4590-b234-74b6bb7cd6a2250801_135714.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=VnxwXa3S1BdRVancc1iXVqUGRcw%3D,What does the green line of data represent?,"[""Obama""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/82b0f137-ab47-4e72-a6ff-3e5dbe4c4722250801_135714.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=dqF9U2zGX1eNmbmglAyPjIITxMU%3D,What percentage does the data point for Obama have in 2009?,"[""0.37""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/f270646f-1dda-4e05-9b18-3bf96e88bd57250801_135714.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=ISe%2BZI9uWJBB%2Bk5cKMafNJt%2FQdk%3D,"Based on the graph, do people have more confidence or no confidence?","[""Confidence""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/4508c081-ae20-4ab1-80e8-c064e29668b1250801_135715.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=gy6%2BMOQRXimZUbfWNdp73JclZLI%3D,What is the difference in data points in 2015?,"[""79""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/f3ed44af-24b4-4cfa-9f91-913cbb0e0654250801_135715.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=1%2FrBmCsdhGNB6mTsAuqG48qz3Is%3D,What does the blue line represent?,"[""Dem/Lean Dem""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/7d2e6b55-ff84-4a33-a506-11a517776672250801_135716.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=zBwAAwxNoYb%2F1%2BySOMlmNrN67bw%3D,When do blue lines reach their peak?,"[""2018""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/cb8dc048-e467-49e7-88be-1bf456f63d93250801_135716.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=dE%2Be5KoFRqsb7E2L91iD9ZaCRZw%3D,What's the lowest value of red graph?,"[""70""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/b82d4204-cb02-4dde-aa19-5cff80483512250801_135717.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=cRyU8cA%2Bk%2Fgp4BrmxYZCdy5FWg0%3D,What's the ratio of Rep/Lean Rep in 2019 and Dem/Lean Dem in 2018?,"[""3.5""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/4f3cbb9a-a15a-4230-8f4b-40f0498fa74b250801_135717.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=4uWS%2FJNs6b%2Bkj0FB4xKfRY5Tkdg%3D,What's the percentage of Republican/Lean Rep in 2018 who say American allies in Europe should increase their spending on national defense?,"[""59""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/afee2cc6-adc6-433c-a13a-e7dd335995cb250801_135718.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=mtN05FtXK0nsfO%2F6InkA7jUhabQ%3D,What's the median value of red graph?,"[""59""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/c49d6ec7-347d-460b-a077-8115615e5e02250801_135718.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=zmv3dfEf0R2Xa1Uun6ixE5vzmKQ%3D,What is the percentage of U.S.-born eligible voters in 2016?,"[""62""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/40944e07-67a6-477f-9ea2-3cc49da2ebed250801_135724.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=weV5zeEyabC%2B21uMxqEx74yE81s%3D,What is the median value of U.S.-born graph?,"[""63""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/cfdd9c97-18b8-42b1-b047-608b8ab6679a250801_135725.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=eY5iw0CjZHZv9%2Fs3o0dFUlf4nVM%3D,What percentage of Americans/Germans say U.S should cooperate more with Germany in 2019?,"[""69""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/f82bc07f-c512-48ac-8e6a-121e6c12696f250801_135725.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=VbWtrlHT%2FzbBKIT9DiArzZBLrrU%3D,In which year the difference between green and blue graph lowest?,"[""2017""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/20a87b15-733a-40e4-8962-866312bc0538250801_135726.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=CUNRwXm4ACRcpj5kdYD0bPRxFCw%3D,Which line has bigger changes in values?,"[""East Germany""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/93569e56-6859-439c-a4a3-83a9ec834e27250801_135726.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=dqs53GH9ZCD1sHsl7gW9C8gsfaQ%3D,Add the medians of the opinions from the two countries?,"[""156""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/0634392a-cd9b-414f-a58c-09acf54cea69250801_135726.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=EsJ18UADm4jz9zByuDhJgY31BTE%3D,Are the lines diverging?,"[""Yes""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/1e700a4f-11cb-460b-96fd-93aba9d03cdb250801_135726.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=d8UjhLfSnLMLEnWwT5I6U5s4bx8%3D,What is the second least difference in the two voters' opinions?,"[""29""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/b3f09c14-0780-49bb-9488-2eb66f3740b2250801_135726.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=%2F4qZ%2Fqrb5qXGFnYVAxu8qaO8baE%3D,What's the value of blue graph in 2014?,"[""19""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/a53562f2-6361-4819-ad1b-ddf2b19def4c250801_135727.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=jsl65EszEtvli3TwEuaBUku64SI%3D,In which year the values of blue and green graph are same?,"[""2014""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/8a201d6b-c73c-40e6-bd85-0f27eb0898fd250801_135727.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=C1hECZt8cx92NITByjO3d3VBtvc%3D,What is the difference between the blue and green data points in 2018?,"[""9""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/efbfbf63-b192-4330-a3e6-5e304b4bb0ec250801_135727.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=WovhnRRE1WAwqtGtv7tlS0eD8LY%3D,Wjhat is the average of the biggest dip of the bad and good sentiment line?,"[""35.5""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/01f018b0-ed92-4f64-9fab-affebc2ef457250801_135728.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=GPE0U0R8CUyYQzJGJpySOEDugzI%3D,What the peak values among all data  points?,"[""89""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/5660aa2a-99ed-4fdc-8a76-a2f95f1a9540250801_135728.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=%2FcTCXAuRcuGCgeaYcnW13bZ94ag%3D,Are the percentages of substantive laws passed greater than that of ceremonial by at least 37 across all years?,"[""No""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/3ad9bf78-4cfa-4a60-801d-c38e17aa1848250801_135729.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=JrJcjkUZCm5sj2se%2BdFV3xUAy6k%3D,When does the good rating reach the peak?,"[""2013""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/d242afe8-365a-48e4-9a51-7e9bdd74899b250801_135729.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=TxBaWgd33S0FDKSwLmRbMtJoAiM%3D,Which year witnessed the largest gap between two ratings?,"[""2015""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/0b3e1181-eafa-43fd-8d8f-4e03a882ea1b250801_135729.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=2IYLSUJalcItvKIn%2Br1rK%2FDMGnM%3D,When does the good rating reach the peak?,"[""44362""]",0
https://dataset-hub.oss-cn-hangzhou.aliyuncs.com/universal_dataset/HuggingFaceM4/ChartQA/master/data/8187a706-41d3-4533-bd4f-e2edabb46052250801_135730.png?Expires=1780900926&OSSAccessKeyId=LTAI5tAoCEDFQFyV5h8unjt8&Signature=8joqzW9awOilOrgIEhr8Xd7r0Cs%3D,In which year the gap between the positive and negative ratings is the largest?,"[""2018""]",0
